,Marketing_name,Memory,Grade,Price
4391,iPhone 12,128GB,C,42800
4392,iPhone 12 mini,128GB,C,33800
4393,iPhone 13,128GB,C,54800
4394,iPhone 12,128GB,C,42800
4395,iPhone 13,128GB,C,54800
4396,iPhone 7 Plus,32GB,C,14800
4397,iPhone 13 mini,128GB,C,48800
4398,iPhone 8 Plus,256GB,C,20800
4399,iPhone 11,64GB,C,28800
4400,iPhone 11,128GB,C,33800
4401,iPhone SE (第 3 世代),128GB,C,39800
4402,iPhone SE (第 3 世代),128GB,C,39800
4403,iPhone SE (第 3 世代),128GB,C,39800
4404,iPhone 13 Pro,256GB,C,79800
4405,iPhone SE (第 3 世代),128GB,C,39800
4406,iPhone 13 Pro,512GB,C,85800
4407,iPhone 12,128GB,C,42800
4408,iPhone 13 Pro Max,1TB,C,108800
4409,iPhone 11,64GB,C,28800
4410,iPhone 12 mini,128GB,C,33800
4411,iPhone 12,128GB,C,42800
4412,iPhone 12,128GB,C,42800
4413,iPhone 12 mini,64GB,C,29800
4414,iPhone 13 mini,512GB,C,65800
4415,iPhone 7,128GB,C,10000
4416,iPhone SE (第 2 世代),128GB,C,22800
4417,iPhone XR,64GB,C,22800
4418,iPhone 6s Plus,128GB,C,13000
4419,iPhone SE (第 3 世代),64GB,C,34800
4420,iPhone SE (第 3 世代),64GB,C,34800
4421,iPhone 14,256GB,C,79800
4422,iPhone 14,256GB,C,79800
4423,iPhone 14,256GB,C,79800
4424,iPhone 14,256GB,C,79800
4425,iPhone SE (第 2 世代),64GB,C,18000
4426,iPhone 14,256GB,C,79800
4427,iPhone 14,128GB,C,71800
4428,iPhone 12,64GB,C,37000
4429,iPhone 14,128GB,C,71800
4430,iPhone 12,64GB,C,37000
4431,iPhone 14,256GB,C,79800
4432,iPhone 13,256GB,C,59800
4433,iPhone 14,256GB,C,79800
4434,iPhone 13,512GB,C,69800
4435,iPhone 12,64GB,C,37000
4436,iPhone 14,256GB,C,79800
4437,iPhone 12,64GB,C,37000
4438,iPhone 13,256GB,C,59800
4439,iPhone 13,256GB,C,59800
4440,iPhone 13 Pro,256GB,C,79800
4441,iPhone 12 Pro,256GB,C,56800
4442,iPhone 11 Pro,64GB,C,35800
4443,iPhone 12 Pro,256GB,C,56800
4444,iPhone 12 Pro,512GB,C,62800
4445,iPhone 12 Pro,128GB,C,51800
4446,iPhone 13 Pro,128GB,C,74000
4447,iPhone 13,512GB,C,69800
4448,iPhone XS,256GB,C,27800
4449,iPhone 13 Pro,512GB,C,85800
4450,iPhone 12 Pro,128GB,C,51800
4451,iPhone 11 Pro Max,512GB,C,58800
4452,iPhone 11 Pro,64GB,C,35800
4453,iPhone 13 mini,128GB,C,48800
4454,iPhone 6s,64GB,C,8900
4455,iPhone 12 Pro,512GB,C,62800
4456,iPhone 12 Pro,128GB,C,51800
4457,iPhone 13 mini,512GB,C,65800
4458,iPhone 13 Pro Max,512GB,C,102800
4459,iPhone 13 Pro,512GB,C,85800
4460,iPhone 13 mini,256GB,C,55800
4461,iPhone 12 Pro,256GB,C,56800
4462,iPhone 13 mini,128GB,C,48800
4463,iPhone 12 Pro Max,128GB,C,72800
4464,iPhone 11 Pro,256GB,C,42800
4465,iPhone 13 mini,256GB,C,55800
4466,iPhone 11,64GB,C,28800
4467,iPhone 12 Pro Max,128GB,C,72800
4468,iPhone 12 Pro,256GB,C,56800
4469,iPhone 6s,64GB,C,8900
4470,iPhone 13 mini,128GB,C,48800
4471,iPhone 13 mini,128GB,C,48800
4472,iPhone 14 Plus,128GB,C,79800
4473,iPhone 12,256GB,C,48800
4474,iPhone 13 Pro,512GB,C,85800
4475,iPhone XS,64GB,C,23800
4476,iPhone 14 Pro,512GB,C,108800
4477,iPhone 12 Pro Max,128GB,C,72800
4478,iPhone SE (第 3 世代),64GB,C,34800
4479,iPhone SE (第 3 世代),64GB,C,34800
4480,iPhone SE (第 3 世代),64GB,C,34800
4481,iPhone 11 Pro,512GB,C,52000
4482,iPhone 11 Pro,256GB,C,42800
4483,iPhone 13 mini,128GB,C,48800
4484,iPhone XR,64GB,C,22800
4485,iPhone XS Max,64GB,C,34800
4486,iPhone XR,64GB,C,22800
4487,iPhone 13 Pro Max,128GB,C,86800
4488,iPhone 14 Pro,512GB,C,108800
4489,iPhone XR,256GB,C,26800
4490,iPhone SE (第 3 世代),64GB,C,34800
4491,iPhone XS,512GB,C,30800
4492,iPhone XS Max,256GB,C,34800
4493,iPhone 11 Pro,256GB,C,42800
4494,iPhone XS,256GB,C,27800
4495,iPhone 11 Pro,256GB,C,42800
4496,iPhone XS Max,256GB,C,34800
4497,iPhone SE (第 3 世代),64GB,C,34800
4498,iPhone SE (第 3 世代),64GB,C,34800
4499,iPhone SE (第 3 世代),64GB,C,34800
4500,iPhone 14 Pro,256GB,C,99800
4501,iPhone 13 mini,128GB,C,48800
4502,iPhone 13,256GB,C,59800
4503,iPhone 13 Pro,256GB,C,79800
4504,iPhone 14 Pro,256GB,C,99800
4505,iPhone 12,256GB,C,48800
4506,iPhone X,256GB,C,24800
4507,iPhone 6s,128GB,C,9000
4508,iPhone XR,64GB,C,22800
4509,iPhone SE (第 3 世代),128GB,C,39800
4510,iPhone SE (第 3 世代),64GB,C,34800
4511,iPhone SE (第 3 世代),64GB,C,34800
4512,iPhone SE (第 3 世代),64GB,C,34800
4513,iPhone 14 Pro,256GB,C,99800
4514,iPhone 12,256GB,C,48800
4515,iPhone SE (第 3 世代),128GB,C,39800
4516,iPhone 13 Pro Max,128GB,C,86800
4517,iPhone 13 Pro,256GB,C,79800
4518,iPhone SE (第 3 世代),128GB,C,39800
4519,iPhone SE (第 3 世代),128GB,C,39800
4520,iPhone SE (第 3 世代),128GB,C,39800
4521,iPhone SE (第 3 世代),128GB,C,39800
4522,iPhone SE (第 3 世代),128GB,C,39800
4523,iPhone SE (第 3 世代),128GB,C,39800
4524,iPhone SE (第 3 世代),128GB,C,39800
4525,iPhone SE (第 3 世代),128GB,C,39800
4526,iPhone 11,64GB,C,28800
4527,iPhone 13,256GB,C,59800
4528,iPhone SE (第 3 世代),128GB,C,39800
4529,iPhone SE (第 3 世代),64GB,C,34800
4530,iPhone 15,256GB,C,107800
4531,iPhone SE (第 3 世代),64GB,C,34800
4532,iPhone SE (第 3 世代),128GB,C,39800
4533,iPhone 13,256GB,C,59800
4534,iPhone 13 Pro Max,128GB,C,86800
4535,iPhone 13,256GB,C,59800
4536,iPhone 14 Plus,256GB,C,83800
4537,iPhone 13 Pro,128GB,C,74000
4538,iPhone SE (第 3 世代),64GB,C,34800
4539,iPhone 13 Pro,128GB,C,74000
4540,iPhone SE (第 3 世代),128GB,C,39800
4541,iPhone SE (第 3 世代),64GB,C,34800
4542,iPhone SE (第 3 世代),128GB,C,39800
4543,iPhone SE (第 3 世代),128GB,C,39800
4544,iPhone SE (第 3 世代),128GB,C,39800
4545,iPhone SE (第 3 世代),64GB,C,34800
4546,iPhone SE (第 3 世代),128GB,C,39800
4547,iPhone SE (第 3 世代),128GB,C,39800
4548,iPhone SE (第 3 世代),128GB,C,39800
4549,iPhone SE (第 3 世代),64GB,C,34800
4550,iPhone SE (第 3 世代),128GB,C,39800
4551,iPhone SE (第 3 世代),64GB,C,34800
4552,iPhone SE (第 3 世代),64GB,C,34800
4553,iPhone SE (第 3 世代),128GB,C,39800
4554,iPhone 12,256GB,C,48800
4555,iPhone SE (第 3 世代),128GB,C,39800
4556,iPhone SE (第 3 世代),128GB,C,39800
4557,iPhone SE (第 3 世代),128GB,C,39800
4558,iPhone SE (第 3 世代),64GB,C,34800
4559,iPhone SE (第 3 世代),64GB,C,34800
4560,iPhone XS,512GB,C,30800
4561,iPhone SE (第 3 世代),64GB,C,34800
4562,iPhone SE (第 3 世代),128GB,C,39800
4563,iPhone SE (第 3 世代),128GB,C,39800
4564,iPhone XR,64GB,C,22800
4565,iPhone XR,64GB,C,22800
4566,iPhone SE (第 3 世代),128GB,C,39800
4567,iPhone SE (第 3 世代),64GB,C,34800
4568,iPhone SE (第 3 世代),64GB,C,34800
4569,iPhone 12,64GB,C,37000
4570,iPhone SE (第 3 世代),64GB,C,34800
4571,iPhone SE (第 3 世代),64GB,C,34800
4572,iPhone SE (第 3 世代),64GB,C,34800
4573,iPhone SE (第 3 世代),64GB,C,34800
4574,iPhone SE (第 3 世代),64GB,C,34800
4575,iPhone SE (第 3 世代),64GB,C,34800
4576,iPhone 13 Pro,256GB,C,79800
4577,iPhone 14 Pro,128GB,C,89800
4578,iPhone 13 Pro,256GB,C,79800
4579,iPhone 14 Pro,128GB,C,89800
4580,iPhone SE (第 3 世代),64GB,C,34800
4581,iPhone 13,128GB,C,54800
4582,iPhone SE (第 3 世代),64GB,C,34800
4583,iPhone 13,128GB,C,54800
4584,iPhone 14 Pro,256GB,C,99800
4585,iPhone 12,256GB,C,48800
4586,iPhone 11,64GB,C,28800
4587,iPhone 13,128GB,C,54800
4588,iPhone 13 mini,128GB,C,48800
4589,iPhone 13 mini,128GB,C,48800
4590,iPhone SE (第 3 世代),128GB,C,39800
4591,iPhone 13,128GB,C,54800
4592,iPhone SE (第 3 世代),64GB,C,34800
4593,iPhone SE (第 3 世代),64GB,C,34800
4594,iPhone SE (第 3 世代),128GB,C,39800
4595,iPhone SE (第 3 世代),128GB,C,39800
4596,iPhone SE (第 3 世代),128GB,C,39800
4597,iPhone SE (第 3 世代),64GB,C,34800
4598,iPhone SE (第 3 世代),128GB,C,39800
4599,iPhone SE (第 3 世代),128GB,C,39800
4600,iPhone 13,128GB,C,54800
4601,iPhone SE (第 3 世代),128GB,C,39800
4602,iPhone SE (第 3 世代),128GB,C,39800
4603,iPhone 8 Plus,64GB,C,16800
4604,iPhone 14 Pro,128GB,C,89800
4605,iPhone XR,128GB,C,25800
4606,iPhone 13,128GB,C,54800
4607,iPhone 13 Pro,128GB,C,74000
4608,iPhone 14 Pro,128GB,C,89800
4609,iPhone 14 Pro,256GB,C,99800
4610,iPhone 13 mini,128GB,C,48800
4611,iPhone 12 Pro,256GB,C,56800
4612,iPhone SE (第 3 世代),64GB,C,34800
4613,iPhone SE (第 3 世代),128GB,C,39800
4614,iPhone 8 Plus,64GB,C,16800
4615,iPhone SE (第 2 世代),128GB,C,22800
4616,iPhone 12,128GB,C,42800
4617,iPhone 11 Pro,64GB,C,35800
4618,iPhone SE (第 3 世代),64GB,C,34800
4619,iPhone 13,256GB,C,59800
4620,iPhone 13 mini,128GB,C,48800
4621,iPhone SE (第 3 世代),64GB,C,34800
4622,iPhone 8,128GB,C,17000
4623,iPhone 12 Pro Max,128GB,C,72800
4624,iPhone 12,128GB,C,42800
4625,iPhone 14 Pro Max,256GB,C,122800
4626,iPhone 14,256GB,C,79800
4627,iPhone 12 Pro Max,512GB,C,81800
4628,iPhone 13 mini,512GB,C,65800
4629,iPhone 14,128GB,C,71800
4630,iPhone 13 Pro,256GB,C,79800
4631,iPhone 12 Pro Max,512GB,C,81800
4632,iPhone XS,256GB,C,27800
4633,iPhone XS,256GB,C,27800
4634,iPhone SE (第 3 世代),128GB,C,39800
4635,iPhone 13,256GB,C,59800
4636,iPhone 11,128GB,C,33800
4637,iPhone SE (第 3 世代),128GB,C,39800
4638,iPhone XS,256GB,C,27800
4639,iPhone 13 mini,256GB,C,55800
4640,iPhone 13 mini,128GB,C,48800
4641,iPhone XR,64GB,C,22800
4642,iPhone 11 Pro Max,256GB,C,53800
4643,iPhone 13 mini,128GB,C,48800
4644,iPhone 12,128GB,C,42800
4645,iPhone 13,128GB,C,54800
4646,iPhone 13 mini,256GB,C,55800
4647,iPhone SE (第 3 世代),128GB,C,39800
4648,iPhone SE (第 3 世代),64GB,C,34800
4649,iPhone SE (第 3 世代),64GB,C,34800
4650,iPhone 14 Pro,256GB,C,99800
4651,iPhone 13 Pro,128GB,C,74000
4652,iPhone SE (第 3 世代),64GB,C,34800
4653,iPhone 13 mini,128GB,C,48800
4654,iPhone 14,128GB,C,71800
4655,iPhone 13,128GB,C,54800
4656,iPhone 13,128GB,C,54800
4657,iPhone SE (第 3 世代),128GB,C,39800
4658,iPhone XR,256GB,C,26800
4659,iPhone SE (第 3 世代),64GB,C,34800
4660,iPhone 13,128GB,C,54800
4661,iPhone 14 Pro,128GB,C,89800
4662,iPhone 14 Pro,128GB,C,89800
4663,iPhone 12,128GB,C,42800
4664,iPhone 13,128GB,C,54800
4665,iPhone 13,128GB,C,54800
4666,iPhone 13 mini,128GB,C,48800
4667,iPhone SE (第 3 世代),64GB,C,34800
4668,iPhone 13,128GB,C,54800
4669,iPhone 13 mini,128GB,C,48800
4670,iPhone XR,128GB,C,25800
4671,iPhone 12,128GB,C,42800
4672,iPhone 11,64GB,C,28800
4673,iPhone 13,256GB,C,59800
4674,iPhone SE (第 3 世代),128GB,C,39800
4675,iPhone 13 mini,512GB,C,65800
4676,iPhone 13 Pro,128GB,C,74000
4677,iPhone 7,128GB,C,10000
4678,iPhone SE (第 3 世代),128GB,C,39800
4679,iPhone 13,512GB,C,69800
4680,iPhone 11,256GB,C,38800
4681,iPhone 13 Pro,128GB,C,74000
4682,iPhone 12 Pro,256GB,C,56800
4683,iPhone XR,64GB,C,22800
4684,iPhone 12 Pro Max,256GB,C,77800
4685,iPhone 11,64GB,C,28800
4686,iPhone 12,128GB,C,42800
4687,iPhone 12,128GB,C,42800
4688,iPhone 13,128GB,C,54800
4689,iPhone 13,128GB,C,54800
4690,iPhone XR,128GB,C,25800
4691,iPhone 13,128GB,C,54800
4692,iPhone 13 mini,128GB,C,48800
4693,iPhone XS,512GB,C,30800
4694,iPhone 7,128GB,C,10000
4695,iPhone SE (第 2 世代),128GB,C,22800
4696,iPhone 11,64GB,C,28800
4697,iPhone 13,128GB,C,54800
4698,iPhone SE (第 3 世代),64GB,C,34800
4699,iPhone 13,128GB,C,54800
4700,iPhone 13,128GB,C,54800
4701,iPhone XS Max,256GB,C,34800
4702,iPhone 7,128GB,C,10000
4703,iPhone 11 Pro Max,512GB,C,58800
4704,iPhone 11,128GB,C,33800
4705,iPhone SE (第 3 世代),64GB,C,34800
4706,iPhone 13 mini,128GB,C,48800
4707,iPhone XS,256GB,C,27800
4708,iPhone SE (第 3 世代),128GB,C,39800
4709,iPhone 14,512GB,C,84200
4710,iPhone 8 Plus,256GB,C,20800
4711,iPhone XS,512GB,C,30800
4712,iPhone SE (第 2 世代),128GB,C,22800
4713,iPhone XR,64GB,C,22800
4714,iPhone 13 mini,128GB,C,48800
4715,iPhone 13,256GB,C,59800
4716,iPhone 13,128GB,C,54800
4717,iPhone SE (第 2 世代),128GB,C,22800
4718,iPhone 13,256GB,C,59800
4719,iPhone 12 mini,128GB,C,33800
4720,iPhone 13,256GB,C,59800
4721,iPhone 13,256GB,C,59800
4722,iPhone XR,64GB,C,22800
4723,iPhone XS,64GB,C,23800
4724,iPhone SE (第 3 世代),64GB,C,34800
4725,iPhone 13,128GB,C,54800
4726,iPhone 14 Pro,256GB,C,99800
4727,iPhone XS,64GB,C,23800
4728,iPhone 11 Pro Max,64GB,C,48800
4729,iPhone 7,128GB,C,10000
4730,iPhone 7,128GB,C,10000
4731,iPhone 13 Pro,512GB,C,85800
4732,iPhone 11,256GB,C,38800
4733,iPhone 8,64GB,C,13800
4734,iPhone XS,64GB,C,23800
4735,iPhone XR,128GB,C,25800
4736,iPhone 12 mini,128GB,C,33800
4737,iPhone 14,256GB,C,79800
4738,iPhone 14,256GB,C,79800
4739,iPhone 13,256GB,C,59800
4740,iPhone 13,128GB,C,54800
4741,iPhone 12,64GB,C,37000
4742,iPhone 14,256GB,C,79800
4743,iPhone 12,64GB,C,37000
4744,iPhone SE (第 2 世代),64GB,C,18000
4745,iPhone 12,64GB,C,37000
4746,iPhone 14,256GB,C,79800
4747,iPhone 13,256GB,C,59800
4748,iPhone 14,128GB,C,71800
4749,iPhone 14,256GB,C,79800
4750,iPhone 14,256GB,C,79800
4751,iPhone 12,64GB,C,37000
4752,iPhone 12 Pro,256GB,C,56800
4753,iPhone 12 Pro,512GB,C,62800
4754,iPhone 11,128GB,C,33800
4755,iPhone 12,256GB,C,48800
4756,iPhone 14 Pro,256GB,C,99800
4757,iPhone 13 Pro,128GB,C,74000
4758,iPhone 12,256GB,C,48800
4759,iPhone 11,64GB,C,28800
4760,iPhone 12 Pro,256GB,C,56800
4761,iPhone 11,128GB,C,33800
4762,iPhone 11,128GB,C,33800
4763,iPhone 11,256GB,C,38800
4764,iPhone 13 mini,128GB,C,48800
4765,iPhone 12,128GB,C,42800
4766,iPhone 13 mini,128GB,C,48800
4767,iPhone 8 Plus,64GB,C,16800
4768,iPhone 13 mini,128GB,C,48800
4769,iPhone 13 Pro,512GB,C,85800
4770,iPhone XS,256GB,C,27800
4771,iPhone 6s Plus,64GB,C,11000
4772,iPhone 11 Pro,512GB,C,52000
4773,iPhone 11 Pro,512GB,C,52000
4774,iPhone 12,256GB,C,48800
4775,iPhone 13 mini,128GB,C,48800
4776,iPhone 12,128GB,C,42800
4777,iPhone 11,128GB,C,33800
4778,iPhone 11,128GB,C,33800
4779,iPhone 12,128GB,C,42800
4780,iPhone 12 Pro,128GB,C,51800
4781,iPhone 11,256GB,C,38800
4782,iPhone 13 Pro,128GB,C,74000
4783,iPhone 11,256GB,C,38800
4784,iPhone 6s,64GB,C,8900
4785,iPhone 12 Pro,256GB,C,56800
4786,iPhone 12,128GB,C,42800
4787,iPhone XR,256GB,C,26800
4788,iPhone 12 Pro Max,256GB,C,77800
4789,iPhone 12,256GB,C,48800
4790,iPhone 12 Pro,256GB,C,56800
4791,iPhone 11,64GB,C,28800
4792,iPhone 11,64GB,C,28800
4793,iPhone 14,512GB,C,84200
4794,iPhone 13 Pro,512GB,C,85800
4795,iPhone 11 Pro Max,256GB,C,53800
4796,iPhone SE (第 3 世代),64GB,C,34800
4797,iPhone 11 Pro,512GB,C,52000
4798,iPhone 13,512GB,C,69800
4799,iPhone 11 Pro Max,256GB,C,53800
4800,iPhone XS,512GB,C,30800
4801,iPhone 11 Pro Max,256GB,C,53800
4802,iPhone 12,64GB,C,37000
4803,iPhone 12,128GB,C,42800
4804,iPhone 13 mini,128GB,C,48800
4805,iPhone 13 mini,128GB,C,48800
4806,iPhone 11,256GB,C,38800
4807,iPhone 12,256GB,C,48800
4808,iPhone XS,64GB,C,23800
4809,iPhone 11,128GB,C,33800
4810,iPhone XR,64GB,C,22800
4811,iPhone XS,256GB,C,27800
4812,iPhone 13 Pro,128GB,C,74000
4813,iPhone 11,64GB,C,28800
4814,iPhone 12,128GB,C,42800
4815,iPhone 13 Pro,256GB,C,79800
4816,iPhone 6s,64GB,C,8900
4817,iPhone 12 Pro,128GB,C,51800
4818,iPhone 12 Pro,128GB,C,51800
4819,iPhone 11,64GB,C,28800
4820,iPhone 11 Pro,256GB,C,42800
4821,iPhone SE (第 3 世代),128GB,C,39800
4822,iPhone SE (第 3 世代),128GB,C,39800
4823,iPhone 13,128GB,C,54800
4824,iPhone 12,64GB,C,37000
4825,iPhone 13,128GB,C,54800
4826,iPhone 13,256GB,C,59800
4827,iPhone SE (第 3 世代),128GB,C,39800
4828,iPhone 12,64GB,C,37000
4829,iPhone SE (第 3 世代),64GB,C,34800
4830,iPhone SE (第 3 世代),64GB,C,34800
4831,iPhone 12,64GB,C,37000
4832,iPhone SE (第 3 世代),64GB,C,34800
4833,iPhone 11,64GB,C,28800
4834,iPhone SE (第 3 世代),128GB,C,39800
4835,iPhone SE (第 3 世代),128GB,C,39800
4836,iPhone 13 Pro,128GB,C,74000
4837,iPhone 13 Pro,256GB,C,79800
4838,iPhone 12,128GB,C,42800
4839,iPhone SE (第 3 世代),64GB,C,34800
4840,iPhone SE (第 3 世代),64GB,C,34800
4841,iPhone SE (第 3 世代),128GB,C,39800
4842,iPhone SE (第 3 世代),64GB,C,34800
4843,iPhone SE (第 3 世代),128GB,C,39800
4844,iPhone SE (第 3 世代),64GB,C,34800
4845,iPhone SE (第 3 世代),64GB,C,34800
4846,iPhone 12,64GB,C,37000
4847,iPhone SE (第 3 世代),128GB,C,39800
4848,iPhone SE (第 3 世代),128GB,C,39800
4849,iPhone SE (第 3 世代),64GB,C,34800
4850,iPhone SE (第 3 世代),128GB,C,39800
4851,iPhone 12,64GB,C,37000
4852,iPhone 14 Pro,512GB,C,108800
4853,iPhone SE (第 3 世代),64GB,C,34800
4854,iPhone SE (第 3 世代),64GB,C,34800
4855,iPhone SE (第 3 世代),128GB,C,39800
4856,iPhone SE (第 3 世代),128GB,C,39800
4857,iPhone SE (第 3 世代),128GB,C,39800
4858,iPhone XR,64GB,C,22800
4859,iPhone XR,64GB,C,22800
4860,iPhone XR,64GB,C,22800
4861,iPhone XR,64GB,C,22800
4862,iPhone SE (第 3 世代),64GB,C,34800
4863,iPhone 11 Pro,512GB,C,52000
4864,iPhone SE (第 3 世代),64GB,C,34800
4865,iPhone SE (第 3 世代),64GB,C,34800
4866,iPhone SE (第 3 世代),64GB,C,34800
4867,iPhone SE (第 3 世代),128GB,C,39800
4868,iPhone SE (第 3 世代),64GB,C,34800
4869,iPhone SE (第 3 世代),128GB,C,39800
4870,iPhone SE (第 3 世代),128GB,C,39800
4871,iPhone SE (第 3 世代),128GB,C,39800
4872,iPhone SE (第 3 世代),128GB,C,39800
4873,iPhone SE (第 3 世代),64GB,C,34800
4874,iPhone SE (第 3 世代),64GB,C,34800
4875,iPhone SE (第 3 世代),64GB,C,34800
4876,iPhone SE (第 3 世代),64GB,C,34800
4877,iPhone 12,64GB,C,37000
4878,iPhone SE (第 3 世代),64GB,C,34800
4879,iPhone SE (第 3 世代),64GB,C,34800
4880,iPhone SE (第 3 世代),64GB,C,34800
4881,iPhone 13 mini,128GB,C,48800
4882,iPhone 13,256GB,C,59800
4883,iPhone 13 mini,128GB,C,48800
4884,iPhone 13 Pro,128GB,C,74000
4885,iPhone 13,256GB,C,59800
4886,iPhone 13 mini,128GB,C,48800
4887,iPhone 12,128GB,C,42800
4888,iPhone 12,128GB,C,42800
4889,iPhone 13,128GB,C,54800
4890,iPhone 11 Pro,64GB,C,35800
4891,iPhone 12,64GB,C,37000
4892,iPhone SE (第 3 世代),64GB,C,34800
4893,iPhone 12 Pro,256GB,C,56800
4894,iPhone SE (第 3 世代),128GB,C,39800
4895,iPhone SE (第 3 世代),64GB,C,34800
4896,iPhone SE (第 3 世代),128GB,C,39800
4897,iPhone SE (第 3 世代),128GB,C,39800
4898,iPhone SE (第 3 世代),128GB,C,39800
4899,iPhone SE (第 3 世代),128GB,C,39800
4900,iPhone SE (第 3 世代),128GB,C,39800
4901,iPhone 12,128GB,C,42800
4902,iPhone 13 mini,128GB,C,48800
4903,iPhone SE (第 3 世代),64GB,C,34800
4904,iPhone SE (第 3 世代),128GB,C,39800
4905,iPhone 6s,64GB,C,8900
4906,iPhone 12 Pro,512GB,C,62800
4907,iPhone 13 mini,256GB,C,55800
4908,iPhone 13,128GB,C,54800
4909,iPhone SE (第 3 世代),64GB,C,34800
4910,iPhone 13 Pro,128GB,C,74000
4911,iPhone SE (第 3 世代),64GB,C,34800
4912,iPhone SE (第 3 世代),64GB,C,34800
4913,iPhone SE (第 3 世代),64GB,C,34800
4914,iPhone SE (第 3 世代),64GB,C,34800
4915,iPhone SE (第 3 世代),64GB,C,34800
4916,iPhone XR,256GB,C,26800
4917,iPhone 13,128GB,C,54800
4918,iPhone 13 mini,128GB,C,48800
4919,iPhone SE (第 2 世代),128GB,C,22800
4920,iPhone 11,128GB,C,33800
4921,iPhone 12 Pro Max,512GB,C,81800
4922,iPhone 13,256GB,C,59800
4923,iPhone SE (第 3 世代),128GB,C,39800
4924,iPhone 14 Pro,256GB,C,99800
4925,iPhone 11 Pro,512GB,C,52000
4926,iPhone 12 Pro,128GB,C,51800
4927,iPhone SE (第 2 世代),128GB,C,22800
4928,iPhone SE (第 3 世代),64GB,C,34800
4929,iPhone XS,64GB,C,23800
4930,iPhone 13 Pro,128GB,C,74000
4931,iPhone 12 Pro,256GB,C,56800
4932,iPhone 12 Pro,128GB,C,51800
4933,iPhone 11 Pro Max,64GB,C,48800
4934,iPhone 13 Pro,128GB,C,74000
4935,iPhone 12,64GB,C,37000
4936,iPhone 7 Plus,128GB,C,16100
4937,iPhone XR,128GB,C,25800
4938,iPhone XS,256GB,C,27800
4939,iPhone 13 Pro,128GB,C,74000
4940,iPhone XS Max,256GB,C,34800
4941,iPhone XR,128GB,C,25800
4942,iPhone 13 Pro,256GB,C,79800
4943,iPhone SE (第 3 世代),128GB,C,39800
4944,iPhone 13,128GB,C,54800
4945,iPhone 6s Plus,64GB,C,11000
4946,iPhone 12,128GB,C,42800
4947,iPhone SE (第 2 世代),128GB,C,22800
4948,iPhone SE (第 3 世代),128GB,C,39800
4949,iPhone 11,64GB,C,28800
4950,iPhone 12,128GB,C,42800
4951,iPhone SE (第 2 世代),128GB,C,22800
4952,iPhone SE (第 2 世代),128GB,C,22800
4953,iPhone 13 Pro,512GB,C,85800
4954,iPhone 13,128GB,C,54800
4955,iPhone 13 Pro Max,512GB,C,102800
4956,iPhone 11 Pro,256GB,C,42800
4957,iPhone SE (第 3 世代),64GB,C,34800
4958,iPhone SE (第 3 世代),128GB,C,39800
4959,iPhone 12,64GB,C,37000
4960,iPhone SE (第 3 世代),128GB,C,39800
4961,iPhone 14,128GB,C,71800
4962,iPhone 12 Pro,256GB,C,56800
4963,iPhone 13,128GB,C,54800
4964,iPhone 13 Pro,256GB,C,79800
4965,iPhone SE (第 2 世代),128GB,C,22800
4966,iPhone 13,128GB,C,54800
4967,iPhone SE (第 3 世代),64GB,C,34800
4968,iPhone SE (第 3 世代),64GB,C,34800
4969,iPhone 13,128GB,C,54800
4970,iPhone 13,256GB,C,59800
4971,iPhone 11,64GB,C,28800
4972,iPhone 11,128GB,C,33800
4973,iPhone SE (第 3 世代),64GB,C,34800
4974,iPhone 8 Plus,256GB,C,20800
4975,iPhone SE (第 2 世代),128GB,C,22800
4976,iPhone 13,256GB,C,59800
4977,iPhone 14 Pro,128GB,C,89800
4978,iPhone 14 Pro,256GB,C,99800
4979,iPhone 12,64GB,C,37000
4980,iPhone SE (第 2 世代),128GB,C,22800
4981,iPhone SE (第 2 世代),128GB,C,22800
4982,iPhone 13,128GB,C,54800
4983,iPhone SE (第 2 世代),128GB,C,22800
4984,iPhone 12,64GB,C,37000
4985,iPhone 11 Pro,64GB,C,35800
4986,iPhone 13 Pro,256GB,C,79800
4987,iPhone SE (第 2 世代),128GB,C,22800
4988,iPhone 13 mini,128GB,C,48800
4989,iPhone 11,128GB,C,33800
4990,iPhone SE (第 3 世代),64GB,C,34800
4991,iPhone 12 Pro,128GB,C,51800
4992,iPhone 13,128GB,C,54800
4993,iPhone XR,64GB,C,22800
4994,iPhone 12,256GB,C,48800
4995,iPhone XR,256GB,C,26800
4996,iPhone 8,256GB,C,18000
4997,iPhone 8 Plus,256GB,C,20800
4998,iPhone SE (第 3 世代),64GB,C,34800
4999,iPhone 13 Pro,256GB,C,79800
5000,iPhone SE (第 3 世代),64GB,C,34800
5001,iPhone 12,256GB,C,48800
5002,iPhone 12,256GB,C,48800
5003,iPhone XS,64GB,C,23800
5004,iPhone XS Max,512GB,C,41800
5005,iPhone 13,128GB,C,54800
5006,iPhone XR,64GB,C,22800
5007,iPhone SE (第 3 世代),64GB,C,34800
5008,iPhone 12 Pro,256GB,C,56800
5009,iPhone 12 mini,128GB,C,33800
5010,iPhone 13,256GB,C,59800
5011,iPhone 12,64GB,C,37000
5012,iPhone 12,256GB,C,48800
5013,iPhone 12,64GB,C,37000
5014,iPhone 12,64GB,C,37000
